MenuItemID,RestaurantID,ItemName,Description,Price,Category,Availability,ItemType,Ratings,CreatedDate,ModifiedDate
31296,2505,Caesar Salad,A must-try Caesar Salad from India.,239,Italian & Continental,True,Veg,3.8,2022-10-28 16:27:19,2025-03-25 23:14:41.000000
25752,2061,Sindhi Kadhi,A must-try Sindhi Kadhi from India.,75,Main Course,True,Veg,3.7,2022-02-19 13:41:12,2025-03-17 08:19:25.000000
18659,1499,Bruschetta,Delicious and authentic Bruschetta.,260,Italian & Continental,True,Veg,3.7,2022-02-05 10:01:39,2025-01-25 13:01:06.000000
28551,2283,Tandoori Broccoli,A popular Indian dish.,389,Appetizers,True,Veg,3.9,2020-06-12 13:16:40,2023-06-02 00:56:04.000000
6371,513,Plain Dosa,A must-try Plain Dosa from India.,416,South Indian,True,Veg,4.0,2024-01-27 18:56:24,2024-10-24 00:19:15.000000
28999,2319,Tacos,A popular Indian dish.,170,Italian & Continental,True,Veg,4.0,2023-09-14 09:13:20,2025-04-21 02:26:01.000000
1218,100,Tacos,A must-try Tacos from India.,237,Italian & Continental,True,Veg,,2025-05-08 18:24:36,2025-05-08 18:24:36.085258
3858,312,Butter Chicken,Classic Butter Chicken with a twist.,322,Main Course,True,Non-Veg,2.3,2023-05-06 06:17:58,2023-11-27 10:40:55.000000
12035,967,Tandoori Prawns,A must-try Tandoori Prawns from India.,392,Appetizers,True,Non-Veg,3.2,2023-06-30 08:04:34,2023-07-16 05:35:58.000000
9111,735,Chettinad Chicken Curry,Classic Chettinad Chicken Curry with a twist.,131,South Indian,True,Non-Veg,3.0,2024-09-27 01:22:38,2024-12-24 23:26:09.000000
23378,1873,Pakora,A must-try Pakora from India.,185,Snacks & Street Food,True,Veg,3.4,2025-03-01 14:10:49,2025-04-14 22:05:33.000000
20087,1613,Schezwan Noodles,A must-try Schezwan Noodles from India.,87,Chinese & Indo-Chinese,True,Veg,3.8,2024-10-14 07:44:02,2024-11-14 08:51:38.000000
9439,761,Aam Panna,A popular Indian dish.,448,Beverages,True,Veg,2.0,2025-05-10 16:22:53,2025-05-10 16:22:53.460540
21637,1735,Modak,A must-try Modak from India.,83,Desserts,True,Veg,3.0,2024-06-07 19:40:04,2025-01-05 12:02:18.000000
16521,1328,Egg Roll,Classic Egg Roll with a twist.,372,Snacks & Street Food,True,Non-Veg,,2024-09-23 11:41:32,2025-01-05 10:25:16.000000
7223,580,Chicken Manchurian,A must-try Chicken Manchurian from India.,262,Chinese & Indo-Chinese,True,Non-Veg,3.0,2025-02-16 18:54:04,2025-04-03 22:08:01.000000
18517,1487,Sambar Rice,A must-try Sambar Rice from India.,72,South Indian,True,Veg,4.0,2020-11-22 04:33:22,2022-07-17 10:10:31.000000
33796,2705,Bhel Puri,A popular Indian dish.,271,Snacks & Street Food,True,Veg,4.1,2022-07-02 05:08:50,2024-06-05 15:27:25.000000
7028,565,Spaghetti Aglio e Olio,Traditional Indian Spaghetti Aglio e Olio with rich flavors.,185,Italian & Continental,True,Veg,5.0,2024-12-04 14:59:55,2025-03-30 19:29:24.000000
12994,1044,Schezwan Noodles,A popular Indian dish.,320,Chinese & Indo-Chinese,True,Veg,4.0,2023-09-17 20:25:56,2024-01-24 06:29:58.000000
25089,2009,Jalebi,Traditional Indian Jalebi with rich flavors.,212,Desserts,True,Veg,3.0,2025-02-01 08:39:11,2025-03-25 14:29:30.000000
8740,704,Manchow Soup,A popular Indian dish.,528,Chinese & Indo-Chinese,True,Veg,,2024-10-03 23:44:34,2025-03-28 11:51:12.000000
7922,639,Chilli Paneer,Classic Chilli Paneer with a twist.,267,Chinese & Indo-Chinese,True,Veg,4.3,2022-11-05 11:23:15,2024-11-05 04:45:53.000000
20093,1614,Sindhi Kadhi,A must-try Sindhi Kadhi from India.,219,Main Course,True,Veg,5.0,2024-03-28 19:35:32,2024-04-03 00:18:37.000000
28924,2313,Tiramisu,A must-try Tiramisu from India.,335,Desserts,True,Veg,3.7,2020-10-18 01:36:36,2021-09-21 14:43:49.000000
3278,265,Manchow Soup,A popular Indian dish.,246,Chinese & Indo-Chinese,True,Veg,5.0,2025-01-07 11:18:56,2025-02-11 00:36:21.000000
3412,276,Virgin Mojito,Delicious and authentic Virgin Mojito.,208,Beverages,True,Veg,4.3,2025-01-21 20:09:24,2025-01-22 19:33:46.000000
15392,1238,Stuffed Mushrooms,A popular Indian dish.,298,Appetizers,True,Veg,2.0,2024-08-30 08:54:27,2024-12-26 05:18:56.000000
12984,1043,Methi Malai Murg,A popular Indian dish.,114,Main Course,True,Non-Veg,3.2,2022-09-26 04:59:08,2023-11-01 01:30:38.000000
27239,2179,Aloo Tikki,A must-try Aloo Tikki from India.,117,Appetizers,True,Veg,2.2,2024-07-21 13:34:55,2024-12-04 00:16:45.000000
9095,734,Chicken Rezala,A must-try Chicken Rezala from India.,373,Main Course,True,Non-Veg,4.0,2024-10-30 09:16:26,2025-01-16 21:24:35.000000
16087,1293,Chole Bhature,Classic Chole Bhature with a twist.,126,Main Course,True,Veg,3.2,2024-07-21 16:11:23,2024-09-23 20:00:14.000000
34586,2770,Lemon Herb Fish,A popular Indian dish.,523,Italian & Continental,True,Non-Veg,5.0,2025-03-02 03:29:08,2025-03-22 21:05:59.000000
20416,1639,Fish Fry,A popular Indian dish.,376,Appetizers,True,Non-Veg,3.5,2024-01-22 21:37:08,2024-10-26 06:32:37.000000
22018,1765,Margherita Pizza,Classic Margherita Pizza with a twist.,191,Italian & Continental,True,Veg,,2023-06-02 07:57:44,2023-12-17 07:26:52.000000
9548,769,Egg Roll,Traditional Indian Egg Roll with rich flavors.,487,Snacks & Street Food,True,Non-Veg,,2025-03-29 06:41:42,2025-03-30 00:07:41.000000
12569,1010,Schezwan Noodles,A must-try Schezwan Noodles from India.,110,Chinese & Indo-Chinese,True,Veg,3.2,2021-09-08 03:37:54,2022-05-28 12:26:52.000000
32206,2578,Pesarattu,A popular Indian dish.,311,South Indian,True,Veg,4.0,2023-12-03 06:38:12,2024-03-22 21:42:08.000000
14391,1156,Falooda,A must-try Falooda from India.,267,Desserts,True,Veg,,2025-06-01 19:19:13,2025-06-01 19:19:13.813087
27956,2235,Chicken 65,Delicious and authentic Chicken 65.,457,Chinese & Indo-Chinese,True,Non-Veg,,2025-06-03 07:58:45,2025-06-03 07:58:45.041137
5594,452,Veg Frankie,A must-try Veg Frankie from India.,395,Snacks & Street Food,True,Veg,3.3,2024-09-02 05:06:33,2025-02-08 03:53:37.000000
8415,679,Gobi Manchurian,A popular Indian dish.,143,Chinese & Indo-Chinese,True,Veg,4.0,2023-10-18 22:34:19,2024-11-08 03:53:05.000000
31152,2494,Gobi Manchurian,A must-try Gobi Manchurian from India.,69,Appetizers,True,Veg,5.0,2024-04-09 07:44:15,2025-03-14 14:00:12.000000
8125,655,Kheer,A must-try Kheer from India.,330,Desserts,True,Veg,4.7,2022-10-06 14:40:20,2024-05-24 12:05:36.000000
29138,2331,Kadai Paneer,A must-try Kadai Paneer from India.,102,Main Course,True,Veg,3.0,2023-08-03 18:14:14,2025-01-26 14:29:39.000000
13481,1084,Rogan Josh,A popular Indian dish.,408,Main Course,True,Non-Veg,3.8,2024-12-23 02:57:26,2025-02-26 10:25:26.000000
28122,2248,Chocolate Mousse,Traditional Indian Chocolate Mousse with rich flavors.,248,Desserts,True,Veg,3.9,2025-01-16 21:56:42,2025-02-21 01:57:55.000000
28422,2273,Kachori,A must-try Kachori from India.,486,Snacks & Street Food,True,Veg,3.8,2024-04-21 01:59:50,2024-10-15 13:14:50.000000
18921,1522,Seekh Kebab,A must-try Seekh Kebab from India.,308,Appetizers,True,Non-Veg,4.0,2025-02-22 10:52:58,2025-03-10 13:39:37.000000
3847,311,Misal Pav,A must-try Misal Pav from India.,450,Snacks & Street Food,True,Veg,4.2,2023-08-26 01:58:59,2023-11-11 14:44:06.000000
6692,538,Hakka Noodles,A must-try Hakka Noodles from India.,117,Chinese & Indo-Chinese,True,Veg,4.0,2024-11-24 23:49:26,2024-11-26 06:44:49.000000
2528,203,Kheer,Traditional Indian Kheer with rich flavors.,313,Desserts,True,Veg,2.9,2021-05-06 01:19:00,2021-10-14 03:27:49.000000
24442,1958,Gulab Jamun,A popular Indian dish.,244,Desserts,True,Veg,,2025-04-17 17:56:16,2025-04-22 01:17:37.000000
11696,940,Chicken Chettinad,Classic Chicken Chettinad with a twist.,446,Main Course,True,Non-Veg,4.0,2025-04-12 00:11:20,2025-04-19 23:38:47.000000
18160,1457,Dal Makhani,Delicious and authentic Dal Makhani.,114,Main Course,True,Veg,4.3,2023-05-25 15:11:50,2025-02-02 03:15:54.000000
26985,2158,Egg Roll,Delicious and authentic Egg Roll.,349,Snacks & Street Food,True,Non-Veg,4.2,2024-10-02 18:08:48,2025-03-07 11:00:39.000000
9454,762,Gulab Jamun,Traditional Indian Gulab Jamun with rich flavors.,445,Desserts,True,Veg,4.0,2024-08-25 10:27:33,2024-09-20 09:25:17.000000
9986,803,Prawn Skewers,Classic Prawn Skewers with a twist.,570,Appetizers,True,Non-Veg,3.6,2023-11-05 06:10:36,2024-08-05 18:02:10.000000
25493,2040,Chilli Paneer,Delicious and authentic Chilli Paneer.,104,Chinese & Indo-Chinese,True,Veg,4.6,2023-05-07 04:18:16,2024-05-22 16:22:06.000000
15529,1249,Chicken Chettinad,Traditional Indian Chicken Chettinad with rich flavors.,398,Main Course,True,Non-Veg,5.0,2024-11-09 00:07:28,2025-03-02 00:10:49.000000
29648,2371,Chocolate Brownie,Classic Chocolate Brownie with a twist.,259,Desserts,True,Veg,3.0,2025-01-26 23:27:37,2025-02-08 11:29:34.000000
11896,956,Hara Bhara Kebab,Classic Hara Bhara Kebab with a twist.,130,Appetizers,True,Veg,5.0,2025-05-16 13:29:04,2025-05-16 13:29:04.190926
33112,2649,Aloo Tikki,A popular Indian dish.,392,Appetizers,True,Veg,4.0,2024-02-06 00:11:31,2025-01-23 21:39:14.000000
29753,2380,Quesadillas,Classic Quesadillas with a twist.,423,Italian & Continental,True,Veg,5.0,2024-12-31 16:53:03,2025-02-24 16:54:54.000000
14241,1145,Lassi,Classic Lassi with a twist.,421,Beverages,True,Veg,1.0,2024-12-25 09:10:07,2025-02-21 10:48:39.000000
3538,285,Gajar Halwa,Delicious and authentic Gajar Halwa.,467,Desserts,True,Veg,,2024-10-04 10:20:09,2025-01-22 10:48:31.000000
29861,2389,Four Cheese Pasta,A popular Indian dish.,399,Italian & Continental,True,Veg,,2023-05-07 13:28:06,2024-01-31 16:17:55.000000
14594,1173,Sambar Rice,Classic Sambar Rice with a twist.,141,South Indian,True,Veg,4.0,2024-12-01 20:45:46,2025-03-07 00:40:17.000000
18540,1489,Samosa,Traditional Indian Samosa with rich flavors.,230,Appetizers,True,Veg,3.7,2025-01-10 00:39:39,2025-04-08 11:21:20.000000
23446,1879,Dal Tadka,Classic Dal Tadka with a twist.,437,Main Course,True,Veg,5.0,2024-12-25 05:27:33,2025-02-02 19:12:46.000000
32696,2616,Grilled Chicken Steak,Classic Grilled Chicken Steak with a twist.,299,Italian & Continental,True,Non-Veg,5.0,2024-07-04 19:28:36,2024-08-20 20:47:23.000000
19446,1562,Lemon Herb Fish,Classic Lemon Herb Fish with a twist.,410,Italian & Continental,True,Non-Veg,,2025-04-20 09:34:19,2025-04-22 18:20:14.000000
3888,315,Garlic Bread,Traditional Indian Garlic Bread with rich flavors.,465,Italian & Continental,True,Veg,4.0,2024-05-18 22:50:19,2025-01-12 12:31:24.000000
27458,2195,Sweet Corn Soup,A must-try Sweet Corn Soup from India.,392,Chinese & Indo-Chinese,True,Veg,4.0,2025-03-22 17:07:29,2025-04-17 18:09:30.000000
5997,484,Grilled Chicken Steak,Traditional Indian Grilled Chicken Steak with rich flavors.,547,Italian & Continental,True,Non-Veg,3.9,2023-02-13 20:21:28,2023-05-03 06:29:58.000000
31084,2488,Spring Rolls,Delicious and authentic Spring Rolls.,311,Appetizers,True,Veg,3.4,2023-09-28 16:56:01,2024-10-18 22:13:25.000000
19522,1568,Cheese Corn Nuggets,Delicious and authentic Cheese Corn Nuggets.,204,Appetizers,True,Veg,5.0,2025-02-20 17:13:55,2025-02-24 09:53:15.000000
578,48,Rava Dosa,Classic Rava Dosa with a twist.,437,South Indian,True,Veg,1.0,2024-12-11 01:39:30,2025-01-23 01:23:21.000000
20004,1607,Egg Roll,Classic Egg Roll with a twist.,497,Snacks & Street Food,True,Non-Veg,3.7,2023-04-02 06:02:17,2024-07-24 13:59:54.000000
8352,673,Prawn Skewers,Classic Prawn Skewers with a twist.,483,Appetizers,True,Non-Veg,4.2,2022-08-30 14:41:30,2023-04-18 20:35:24.000000
15527,1249,Lasagna,A popular Indian dish.,306,Italian & Continental,True,Veg,2.5,2024-10-25 10:20:53,2024-12-05 16:24:39.000000
22721,1821,Chocolate Mousse,Delicious and authentic Chocolate Mousse.,197,Desserts,True,Veg,,2024-12-20 05:19:49,2025-02-25 10:32:07.000000
10129,815,Paneer Butter Masala,Delicious and authentic Paneer Butter Masala.,450,Main Course,True,Veg,3.0,2024-08-12 00:06:44,2024-09-24 21:32:34.000000
6499,523,Gobi Manchurian,Delicious and authentic Gobi Manchurian.,306,Appetizers,True,Veg,3.3,2024-03-26 07:20:49,2024-08-27 03:55:41.000000
14672,1179,Momos,A popular Indian dish.,80,Chinese & Indo-Chinese,True,Veg,3.0,2022-04-23 00:01:44,2024-01-01 19:57:14.000000
34797,2786,Nimbu Pani,Classic Nimbu Pani with a twist.,187,Beverages,True,Veg,4.0,2025-05-02 00:00:07,2025-05-02 00:00:07.469285
21610,1732,Hakka Noodles,A must-try Hakka Noodles from India.,471,Chinese & Indo-Chinese,True,Veg,5.0,2024-05-03 19:49:50,2024-10-07 10:17:12.000000
13280,1067,Plain Dosa,Delicious and authentic Plain Dosa.,386,South Indian,True,Veg,5.0,2021-12-12 06:30:40,2022-03-16 21:02:20.000000
25480,2039,Hakka Noodles,A must-try Hakka Noodles from India.,126,Chinese & Indo-Chinese,True,Veg,4.1,2021-07-04 11:56:23,2024-12-22 15:46:07.000000
21819,1749,Tacos,A must-try Tacos from India.,186,Italian & Continental,True,Veg,4.0,2023-07-09 00:50:07,2023-08-11 22:32:15.000000
8034,648,Quesadillas,Delicious and authentic Quesadillas.,416,Italian & Continental,True,Veg,,2025-02-19 21:55:19,2025-03-02 09:09:02.000000
19141,1539,Malabar Fish Curry,Traditional Indian Malabar Fish Curry with rich flavors.,88,Main Course,True,Non-Veg,,2025-01-31 16:40:19,2025-03-31 14:25:22.000000
30126,2411,Kadai Paneer,Traditional Indian Kadai Paneer with rich flavors.,77,Main Course,True,Veg,4.5,2022-05-25 20:31:49,2024-11-06 18:12:07.000000
6122,494,Mysore Pak,A must-try Mysore Pak from India.,303,Desserts,True,Veg,3.2,2023-08-17 19:46:05,2024-08-12 14:40:00.000000
29146,2331,Butter Chicken,Delicious and authentic Butter Chicken.,377,Main Course,True,Non-Veg,4.0,2023-08-02 03:43:49,2024-12-18 22:38:39.000000
29503,2360,Pesarattu,Classic Pesarattu with a twist.,324,South Indian,True,Veg,3.8,2023-10-23 06:53:50,2025-02-20 08:32:41.000000
22505,1802,Dhokla,Delicious and authentic Dhokla.,204,Snacks & Street Food,True,Veg,2.5,2024-04-07 11:06:25,2024-11-22 16:10:46.000000
23866,1913,Kerala Parotta with Egg Curry,Delicious and authentic Kerala Parotta with Egg Curry.,382,South Indian,True,Non-Veg,4.0,2024-01-08 12:20:36,2024-09-25 22:46:00.000000
15523,1248,Spring Rolls,A must-try Spring Rolls from India.,385,Appetizers,True,Veg,4.3,2024-04-13 05:28:27,2025-03-13 01:57:35.000000
129,11,Samosa,A must-try Samosa from India.,367,Appetizers,True,Veg,4.5,2024-05-17 13:13:10,2025-04-10 08:15:35.000000
26229,2098,Medu Vada,A popular Indian dish.,351,South Indian,True,Veg,,2025-05-06 01:53:59,2025-05-06 01:53:59.120992
34011,2722,Fried Rice,Delicious and authentic Fried Rice.,288,Chinese & Indo-Chinese,True,Veg,4.5,2023-02-05 04:37:12,2023-10-26 04:06:04.000000
5754,465,Chocolate Mousse,Delicious and authentic Chocolate Mousse.,520,Desserts,True,Veg,4.0,2024-04-15 07:24:27,2024-05-25 03:44:19.000000
2053,164,Medu Vada,Traditional Indian Medu Vada with rich flavors.,281,South Indian,True,Veg,5.0,2025-03-13 14:41:01,2025-04-12 16:34:19.000000
5506,445,Coconut Water,A must-try Coconut Water from India.,153,Beverages,True,Veg,4.2,2021-09-04 02:36:25,2022-02-22 12:11:42.000000
21356,1712,Goan Prawn Curry,Delicious and authentic Goan Prawn Curry.,490,Main Course,True,Non-Veg,3.2,2024-03-17 00:40:04,2024-07-09 15:54:42.000000
24241,1942,Keema Pav,Classic Keema Pav with a twist.,186,Snacks & Street Food,True,Non-Veg,5.0,2024-12-15 20:14:10,2025-03-15 15:47:49.000000
16624,1336,Stuffed Bell Peppers,Classic Stuffed Bell Peppers with a twist.,211,Italian & Continental,True,Veg,5.0,2025-03-02 20:52:03,2025-04-14 19:13:43.000000
583,48,Chana Chaat,A popular Indian dish.,438,Snacks & Street Food,True,Veg,5.0,2024-12-01 19:38:33,2025-01-01 17:22:46.000000
24722,1981,Egg Roll,Traditional Indian Egg Roll with rich flavors.,150,Snacks & Street Food,True,Non-Veg,5.0,2025-03-30 13:04:52,2025-04-14 20:44:52.000000
13175,1058,Neer Dosa,Classic Neer Dosa with a twist.,91,South Indian,True,Veg,3.4,2023-08-09 10:01:49,2024-03-01 14:35:20.000000
23920,1917,Grilled Chicken Steak,A must-try Grilled Chicken Steak from India.,259,Italian & Continental,True,Non-Veg,4.0,2023-08-16 22:07:51,2024-10-10 04:14:40.000000
33702,2697,Chilli Chicken,Traditional Indian Chilli Chicken with rich flavors.,467,Chinese & Indo-Chinese,True,Non-Veg,3.2,2022-03-21 16:58:43,2025-02-11 18:45:46.000000
26694,2135,Hot & Sour Soup,A popular Indian dish.,483,Chinese & Indo-Chinese,True,Veg,2.5,2023-03-22 19:31:45,2023-11-18 13:09:10.000000
4185,339,Masala Chai,A popular Indian dish.,413,Beverages,True,Veg,3.5,2024-08-24 02:47:52,2024-09-28 13:51:39.000000
12444,999,Iced Tea,Delicious and authentic Iced Tea.,419,Beverages,True,Veg,4.2,2024-05-20 18:39:10,2024-06-11 20:57:33.000000
21152,1697,Chicken Wings,A popular Indian dish.,204,Appetizers,True,Non-Veg,4.0,2023-03-28 05:03:06,2025-04-03 16:52:31.000000
7499,604,Gobi Manchurian,A popular Indian dish.,206,Chinese & Indo-Chinese,True,Veg,3.7,2024-02-17 03:49:42,2024-06-13 08:29:28.000000
21256,1705,Dabeli,Classic Dabeli with a twist.,156,Snacks & Street Food,True,Veg,3.5,2024-01-04 14:37:23,2024-01-09 04:43:20.000000
3822,309,Plain Dosa,Traditional Indian Plain Dosa with rich flavors.,231,South Indian,True,Veg,3.9,2022-10-15 21:29:49,2023-03-18 10:23:20.000000
3333,269,Chicken Manchurian,Classic Chicken Manchurian with a twist.,529,Chinese & Indo-Chinese,True,Non-Veg,4.0,2024-07-01 05:50:54,2025-02-04 01:39:53.000000
6363,512,Fish Fry,Classic Fish Fry with a twist.,354,Appetizers,True,Non-Veg,3.7,2023-08-19 22:23:50,2024-02-28 13:38:34.000000
14235,1145,Curd Rice,Traditional Indian Curd Rice with rich flavors.,390,South Indian,True,Veg,,2025-01-30 01:11:36,2025-04-10 19:00:18.000000
2026,162,Chilli Paneer,Delicious and authentic Chilli Paneer.,60,Appetizers,True,Veg,5.0,2025-04-29 06:32:22,2025-04-29 06:32:22.479434
6249,503,Crispy Honey Chilli Potatoes,A must-try Crispy Honey Chilli Potatoes from India.,351,Chinese & Indo-Chinese,True,Veg,3.5,2024-01-09 22:50:49,2024-05-03 20:42:27.000000
9290,749,Cold Brew Coffee,Delicious and authentic Cold Brew Coffee.,467,Beverages,True,Veg,4.0,2024-08-29 05:10:36,2024-12-25 03:40:29.000000
24517,1964,Cheesecake,A popular Indian dish.,353,Desserts,True,Veg,4.5,2025-05-25 15:43:31,2025-05-25 15:43:31.327462
27402,2191,Chicken 65,A popular Indian dish.,526,Chinese & Indo-Chinese,True,Non-Veg,,2025-03-09 03:29:00,2025-04-05 02:03:23.000000
18972,1526,Fish Curry,Traditional Indian Fish Curry with rich flavors.,274,Main Course,True,Non-Veg,3.0,2025-05-15 03:48:54,2025-05-15 03:48:54.015587
22216,1780,Paneer Tikka,Traditional Indian Paneer Tikka with rich flavors.,360,Appetizers,True,Veg,3.6,2023-06-07 16:49:46,2024-11-01 02:35:46.000000
29376,2349,Bisibele Bath,A popular Indian dish.,493,South Indian,True,Veg,4.5,2023-03-01 23:49:27,2025-03-31 05:47:08.000000
3456,279,Ras Malai,A popular Indian dish.,73,Desserts,True,Veg,3.5,2023-08-01 23:42:07,2024-04-09 19:09:11.000000
18905,1521,Pakora,Traditional Indian Pakora with rich flavors.,432,Snacks & Street Food,True,Veg,,2025-05-08 18:56:51,2025-05-08 18:56:51.866496
8367,674,Hara Bhara Kebab,A popular Indian dish.,251,Appetizers,True,Veg,4.0,2023-10-25 18:05:30,2024-10-02 16:56:11.000000
1944,156,Chocolate Mousse,Delicious and authentic Chocolate Mousse.,201,Desserts,True,Veg,5.0,2025-03-27 18:33:19,2025-04-03 02:52:34.000000
12194,978,Kerala Parotta with Egg Curry,Traditional Indian Kerala Parotta with Egg Curry with rich flavors.,411,South Indian,True,Non-Veg,3.0,2021-09-10 09:44:19,2025-04-15 17:04:50.000000
3619,292,Fish Curry,Classic Fish Curry with a twist.,549,Main Course,True,Non-Veg,3.5,2024-10-02 12:35:46,2025-01-01 21:05:04.000000
23459,1880,Phirni,Delicious and authentic Phirni.,174,Desserts,True,Veg,,2024-08-30 22:39:48,2024-11-09 14:08:06.000000
24765,1984,Kaju Katli,Traditional Indian Kaju Katli with rich flavors.,486,Desserts,True,Veg,,2025-04-18 13:20:05,2025-04-18 16:28:24.000000
13462,1082,Malai Kofta,Traditional Indian Malai Kofta with rich flavors.,389,Main Course,True,Veg,4.5,2025-01-23 03:12:32,2025-03-08 07:13:08.000000
21149,1696,Chhena Poda,Delicious and authentic Chhena Poda.,208,Desserts,True,Veg,4.0,2023-11-30 08:15:27,2024-06-06 13:34:00.000000
10884,874,Frankie,Delicious and authentic Frankie.,519,Snacks & Street Food,True,Veg,5.0,2025-05-26 08:59:21,2025-05-26 08:59:21.591453
34212,2738,Chettinad Chicken Curry,Traditional Indian Chettinad Chicken Curry with rich flavors.,266,South Indian,True,Non-Veg,5.0,2025-04-17 09:27:41,2025-04-20 05:25:57.000000
6405,516,Pongal,Delicious and authentic Pongal.,184,South Indian,True,Veg,,2024-09-11 05:42:47,2024-11-20 19:31:55.000000
2708,218,Paneer Chilli Dry,Delicious and authentic Paneer Chilli Dry.,267,Chinese & Indo-Chinese,True,Veg,3.4,2021-04-21 13:00:49,2024-10-05 01:19:47.000000
16948,1362,Falooda,Delicious and authentic Falooda.,526,Beverages,True,Veg,1.7,2024-10-08 13:07:44,2024-11-08 15:01:27.000000
7209,579,Margherita Pizza,A must-try Margherita Pizza from India.,309,Italian & Continental,True,Veg,3.6,2024-05-04 00:28:56,2024-10-18 16:16:52.000000
24368,1951,Batata Vada,Delicious and authentic Batata Vada.,286,Snacks & Street Food,True,Veg,,2025-05-03 03:20:32,2025-05-03 03:20:32.948617
20773,1667,Hakka Noodles,A must-try Hakka Noodles from India.,372,Chinese & Indo-Chinese,True,Veg,3.1,2022-04-04 20:39:44,2024-03-05 08:04:04.000000
14082,1132,Caesar Salad,A popular Indian dish.,377,Italian & Continental,True,Veg,4.7,2025-01-02 21:37:09,2025-03-21 15:04:15.000000
4411,357,Chhena Poda,A must-try Chhena Poda from India.,236,Desserts,True,Veg,4.0,2025-02-18 20:55:53,2025-04-23 08:53:54.000000
23140,1854,Thandai,Traditional Indian Thandai with rich flavors.,468,Beverages,True,Veg,4.4,2024-05-23 10:14:48,2024-09-08 18:09:09.000000
20042,1610,Paneer Chilli Dry,A popular Indian dish.,167,Chinese & Indo-Chinese,True,Veg,3.8,2023-05-29 22:08:15,2024-07-26 18:12:55.000000
28189,2253,Filter Coffee,Classic Filter Coffee with a twist.,122,Beverages,True,Veg,,2025-05-30 18:19:13,2025-05-30 18:19:13.485134
17237,1386,Chana Chaat,A popular Indian dish.,196,Snacks & Street Food,True,Veg,5.0,2025-05-27 09:25:03,2025-05-27 09:25:03.889939
2881,232,Chilli Paneer,Delicious and authentic Chilli Paneer.,530,Chinese & Indo-Chinese,True,Veg,3.0,2024-01-30 20:38:15,2024-05-31 02:44:32.000000
25990,2080,Rasam Rice,Traditional Indian Rasam Rice with rich flavors.,74,South Indian,True,Veg,,2024-12-26 06:11:57,2025-03-14 21:56:17.000000
26652,2132,Fruit Custard,A popular Indian dish.,411,Desserts,True,Veg,1.0,2025-04-06 16:05:21,2025-04-08 15:09:25.000000
30952,2477,Sugarcane Juice,A must-try Sugarcane Juice from India.,114,Beverages,True,Veg,4.2,2022-06-13 14:12:30,2024-02-27 06:42:55.000000
126,11,Tandoori Momos,Delicious and authentic Tandoori Momos.,529,Snacks & Street Food,True,Non-Veg,5.0,2024-06-02 06:01:27,2024-07-13 05:15:00.000000
33154,2653,Kulfi,A must-try Kulfi from India.,133,Desserts,True,Veg,3.2,2021-12-30 11:40:04,2023-07-17 20:07:16.000000
10878,874,Chowmein,Traditional Indian Chowmein with rich flavors.,525,Snacks & Street Food,True,Veg,3.5,2025-04-17 03:57:48,2025-04-21 23:50:10.000000
17341,1394,Schezwan Fried Rice,Delicious and authentic Schezwan Fried Rice.,195,Chinese & Indo-Chinese,True,Veg,3.7,2024-11-27 18:46:00,2025-03-20 17:20:09.000000
6341,511,Masala Dosa,Classic Masala Dosa with a twist.,444,South Indian,True,Veg,,2024-09-06 06:51:35,2025-01-12 04:42:24.000000
3752,303,Spring Rolls,Classic Spring Rolls with a twist.,483,Chinese & Indo-Chinese,True,Veg,4.5,2023-11-23 13:30:10,2024-02-11 14:02:20.000000
5082,411,Tacos,Delicious and authentic Tacos.,221,Italian & Continental,True,Veg,4.2,2024-07-06 10:04:27,2024-10-16 11:03:18.000000
5617,454,Iced Tea,Traditional Indian Iced Tea with rich flavors.,217,Beverages,True,Veg,4.2,2024-11-28 18:56:07,2025-03-22 16:13:43.000000
25624,2051,Prawn Skewers,Classic Prawn Skewers with a twist.,378,Appetizers,True,Non-Veg,4.7,2023-11-10 19:46:50,2024-08-21 09:34:50.000000
